"Content","Date","Consumer Sentiment Classifier","Automatic Classifier"
"Depuis la phase recherche, La Plate-forme / site autohero en ligne est très bien développé, elle offre une expérience utilisateur irréprochable.Après, quant au process du vente, elle s'est bien déroulée, voiture livrée le jour choisi dans l'état comme dans les photos, en plus vu que j'ai opté pour l'option de reprise de ma ancienne voiture, l'estimation en ligne à été bien confirmée par l'agent au garage sur place. En résumé, je suis venu en voiture, je suis parti avec la nouvelle sans aucune difficulté. Bravo !","2023-08-10T16:25:55.0000000Z","Positive","Purchase Process"
"Suite à plusieurs problèmes rencontrés sur le véhicule, tous pris en garantie sauf le dernier ou il y a eu un refus après un mail de mécontentement AUTOHERO à fait un effort et à pris en charge une partie de la facture. Je remercie quentin de son professionnalisme et d'avoir gérer le soucis.","2023-08-09T17:47:17.0000000Z","Positive","Professionalism"
"La livraison de ma commande du renault-captur etait prévu aujourd'hui. Livraison même plutôt que prévu 100%Le conseiller commercial Mr Greggy 200% son professionnalisme 300%.Le livreur Mr Thierry, une personalité top de chez top 400% sa patience et des explications qu'il donne sur la voiture 500%.Malheureusement je n'ai pas pris la voiture car le coffre est un peu plus petit pour la taille de la poussette du bébé.J'ai encore eu Mr Greggy au téléphone pour annuler ma commande. Ses propositions commerciales 600%Autohero de A à Z c'est juste EXCELLENT. Faites vos achats les yeux fermés. Véhicules plus propre physiquement que sur les photos. Merci pour votre professionnalisme et à très bientôt.","2023-08-09T17:25:48.0000000Z","Positive","None"
"J’ai acheté une Peugeot 208, casi neuve à un prix très abordable. Aucune arnaque, chaque petites rayures étant mise en avant sur le site était sur la voiture une fois reçue. On m’a accompagné à chaque étapes de l’achat, on a répondu à chacune de mes questions dans les moindres détails, la voiture est incroyable, le service client parfait. Le service de livraison au top. Je recommande fortement. Merci à vous.","2023-08-09T15:27:31.0000000Z","Positive","Satisfaction with Purchase"
"L'auto que j'ai acheté convient parfaitement. Le livreur a été très sympathique et serviable, largement à la hauteur de sa tâche. La communication et la disponibilité de vos services téléphoniques m'ont pleinement satisfait aussi.Je recommande déjà AUTOHEROà mes connaissances.En revanche, le tarif de reprise de mon véhicule dans un parfait état m'a deçu. seul bémol.","2023-08-07T11:35:04.0000000Z","Positive","Satisfaction with Purchase"
"Cela peut faire peur de commander en ligne comme ça mais le descriptif en ligne reflète le véhicule en vrai, il est bien entretenu,le service est génial tant commercial, administratif, livreur, et surtout SAV mention spéciale à Mr Gaël que je remercie pour son professionnalisme et qui a été reactif et patient face à des clients qui peuvent avoir des questions ou inquiétudes comme moi","2023-08-05T10:47:20.0000000Z","Positive","Professionalism"
"Tout c´est bien passé,  Merci à Autohero pour le professionnalisme et la bonne communication et la clarté des explications des personnes avec qui j'ai eu des échanges que ce soit par mail ou au téléphone,  Merci au livreur sympathique Matias, de ma voiture . pour le moment je ne me plaint de la voiture, elle est parfaite, j´espère que ça durera .Je recommande Autohero les yeux fermés.","2023-08-04T13:39:09.0000000Z","Positive","Professionalism"
"Très sérieux, les défauts sur la carrosserie étaient  minimes par rapport à ce qui nous avait été signalés  nous avons été mis au courant jusqu’à la livraison .le livreur a été quelqu’un de compétent de sérieux et en plus aimable donc pour nous, nous sommes parfaitement satisfaits des services d’Autohero","2023-08-01T12:15:24.0000000Z","Positive","Satisfaction with Purchase"
"Bonjour,J'ai acheté une Toyota Rav 4 chez AUTOHERO et je suis satisfait de mon achat. Je remercie toute l'équipe d'avoir répondue positivement à toutes mes réclamations, notamment Jean qui a été très efficace et professionnel, grâce à lui mes devis ont eu des réponses positives. Je recommande vivement AUTOHERO.Merci.","2023-08-01T10:48:39.0000000Z","Positive","Satisfaction with Purchase"
"Je remercie l’équipe d’auto héro notamment Arthur qui a été très efficace et d’une grande aide pour l’achat de mon véhicule . Jetait septique au début à l’idée d’acheter une voiture en ligne sans même la voir ni l’essayer . J’ai eu une équipe très. Compétent qui était à mon écoute . Si c’était à refaire c’est sans hésitation merci encore ��","2023-07-28T22:01:51.0000000Z","Positive","Online Buying Experience"
"Premier véhicule que j'achète d'occasion, expérience très positif grace à Autohero:- J'ai acheté un véhicule en connaissance de cause (ensemble des défauts identifiés sur l'annonce) et j'ai eu 21jours de garantie. - A la fin de ces 21jours j'avais constaté que le système Stop&Start ne fonctionnait pas. J'ai contacté Autohero, on m'a demandé de diagnostiquer la batterie et ils ont pris en charge son remplacement dès que le garage a confirmé la nécessité du remplacement (le changement s'est fait après les 21jours). Le tout s'est fait de façon fluide et paisible. Je conseille autohero à toute personne qui souhaite un achat transparant et en connaissance de cause.","2023-07-26T20:14:56.0000000Z","Positive","After-Sales Service"
"J avais un peu peur de faire un achat en ligne, mais si c était à refaire je n hésiterais pas une seconde. Le véhicule est conforme à l’ annonce, la livraison devant chez moi à été rapide, le livreur très gentil et a pris le temps de me laisser faire le tour du véhicule pour voir si tout était ok. Sans compter sur un service client au top qui m’ a informé pas à pas sur l avancer de ma livraison. Pour finir je remercie Stéphen du sav qui a été juste parfait dans le traitement de ma demande. J hésiterais pas à racheter un véhicule chez autohero.","2023-07-26T08:13:31.0000000Z","Positive","N/A"
"pour un premier achat chez autohero je suis assez content de ce véhicule les imperfections son bien  décrite sur le PV autohero , appart quelques imperfection nom vue sur le PV autohero que j'ai vu après la livraison , je vais voir avec le SAV pour la prise en conte de ses imperfections , la livraison c'est super bien passé chauffeur très prévenant très courtois et a l'heure , est très professionnel , pour une premier expérience je vous recommande autohero","2023-07-22T01:39:44.0000000Z","Positive","Satisfaction with Purchase"
"La voiture est conforme à la description, tout a été parfait du début à la fin.Agréablement surprise les petits défauts sur la photo sont très minimes en réalité.J'ai aimé l'accueil, l'écoute, les renseignements, très réactive pour répondre aux éventuelles questions.Service commercial au TOP!Livreur au TOP! Recommande à toutes personnes pour l'achat et la tranquillité des services","2023-07-21T10:10:15.0000000Z","Positive","Satisfaction with Purchase"
"Si vous avez besoin d’une voiture rapidement et en très bon état n’hésitez pas, vous ne serez pas déçu. Nous avons eu notre voiture d’occasion très rapidement. Elle est comme neuve et exactement comme sur l’annonce, pas de mauvaise surprise. Le livreur vous explique tout ce que vous devez savoir sur votre véhicule. Toute l’équipe vous suit de la commande à la réception de votre voiture. Et même après pour voir si tout va bien. Vraiment je vous recommande autohero.","2023-07-20T15:51:23.0000000Z","Positive","Satisfaction with Purchase"
"Très content de l'efficacité, disponibilité et finalement du véhicule (depuis 3 semaines). J'ai été prévenu quand Autohero a eu le véhicule que je recherchais (très rare que je m'inscrive ainsi pour être averti). Tout le reste a été facile et en confiance. Seul problème la non livraison du véhicule comme annoncé, pour une raison curieuse (ce serait a cause de Google Map alors que j'habite a 12 km de la principale autoroute de France...). J'ai donc dû aller le chercher à 150 km de chez moi. Alors je ne mets que 4 étoiles mais tout le reste a été parfait.","2023-07-20T15:01:34.0000000Z","Positive","Delivery Experience"
"Première expérience d’achat de voiture sur internet. Expérience stressante mais la voiture est arrivée dans les délais impartis. Le livreur a été très sympathique. Pas de paperasse superflues, simplement l’essentiel. Pas de mauvaises surprises à l’arrivée du véhicule. Les défauts mentionnés sont moindres que ce qu’il parait sur les photos. J’ai la voiture depuis le début de la semaine. A voir sur la durée.","2023-07-20T14:56:29.0000000Z","Positive","Online Buying Experience"
"1ère expérience sur un achat de véhicule avec une reprise aujourd'hui et livraison à domicile. 1ère impression très concluante car suivi pro, car j'avoue que commander une voiture sur le net me faisait quand même très peur. Voiture livrée dans le timing et belle surprise, les défauts carrosserie mentionnées sur l'annonce bien moindre en vrai. Une mention spéciale au livreur Sabrie (c'était sur la région de Montpellier) qui sous une chaleur écrasante a été d'une gentillesse incroyable. Bon pour l'instant tt va bien mais c'est tout frais du jour. Pour l'instant je recommande sans problème.","2023-07-19T18:47:06.0000000Z","Positive","Delivery Experience"
"C'est la première fois que j'ai fais l'acquisition d'un véhicule en ligne et j'appréhendais au départ certaines formalités du fait que je ne sois pas physiquement chez un vrai concessionnaire. Au final mon expérience a été un vrai plaisir et reste inoubliable pour moi, Autohero s'est occupé des formalités administratives de A à Z en partant des documents de cession pour la reprise de mon véhicule jusqu'aux formalités pour ma nouvelle carte grise.Le véhicule m'a été livré dans un état irréprochable et super propre il était vraiment fidèle à la fiche descriptive et aux photos présentées sur le site autohero.Le véhicule a été mis en valeur tel que les véhicules sont présentés dans les showroom des concessionnaires auto.De plus les 21 jours d'essai m'ont permis de partir en vacances avec le véhicule et de pouvoir vraiment le tester.Globalement mon expérience autohero est très positive et je recommande vivement ce mandataire automobile.J'attend juste à présent de récupérer les documents qui m' ont été envoyés par voie postale tel que la carte grise que je retrouverai à mon retour de vacances.Bravo et merci Autohero !!","2023-07-19T14:54:30.0000000Z","Positive","Online Buying Experience"
"Véhicule. 5mois 1/2 après panne totale climatisation. +ventilation  le sav ma conseillé de faire un diagnostic et devis chez norauto.  Rdv pris par autohero  la on vous balade..Appels tel  on vous explique que vous n'avez rien compris qu il faut un devis  mais ils savent pertinent que norauto ne fait pas de devis pour climatisation audi  ect....il m on fait faire un autre diagnostic  chez un garagiste de mon choix.150 € de ma poche.Qui m'a conseillé  allez  chez audi. Audi encore un diagnostic  + devis 1400€  pour réparer. Réponse très rapide Du sav pas de participation 0€J ai vraiment l impression de mettre fait volé argumentation de autohero pas garantie et l achat date de 5 mois1/2. Total des frais 1600€. Mon avis à éviter  ils vendent c est tout . Pas de sav.A fuire  vraiment.  Autohero  va répondre qu'ils me comprennent  mais blablabla  . plus jamais Autohero . mon avis est la réalité je me tiens à votre disposition pour vous fournir les documents  et factures Malgré votre courrier de votre service juridique qui vous permet de bloquer  les annonces. Je maintiens.et suis prêt pour un jugement devant un tribunal .","2023-08-11T21:03:37.0000000Z","Negative","After-Sales Service"
"Processus de commande, de paiement, de livraison et SAV au top ! Les annonces sont très claires sur le site (état, rayures,... dommage toutefois qu'il n'y ait pas de photos du moteur), une fois la commande validée, une personne dédiée m'a été attribuée et m'appelait tous les 2/3 jours pour me donner des nouvelles, merci à elle.Les démarches administratives prises en charge par Autohero sont vraiment bien faites et fluides (carte grise, situation administrative,...).La livraison en point relais s'est très bien passée, le conseiller était à l'écoute, patient, gentil. Nous avons pu faire un essai routier d'une dizaine de minutes. Il a pris le temps de m'expliquer certaines options que je découvrais.Mention spéciale à l'état de la voiture au moment de la livraison : extérieur et intérieur niquels ! Enfin, le lendemain de la livraison de la voiture, j'ai eu la mauvaise surprise de me rendre compte qu'une vis était plantée dans un pneu arrière (sûrement dû au transport). Non réparable, j'ai dû le changer en urgence sans faire la procédure normale de réclamation (devis, validation de devis,...).Le conseiller qui a suivi ma réclamation à été à l'écoute et compréhensif, même si cet élément ne rentrait normalement pas en garantie (car consommable), j'ai été dédommagé rapidement. Merci Gaël pour son suivi et pour le geste commercial !Je n'hésite pas à recommencer Autohero à mon entourage, merci à la team Autohero.","2023-07-15T17:26:59.0000000Z","Positive","Delivery Experience"
"Vraiment satisfait en tout point ont ne vous force pas la main, ont vous écoute et après avoir répondu aux questions ont se lance ou pas, pour ma part ma BMW série 2 est conforme dans l entretien et les imperfections avec les photos,la livraison en camion dans la cour impeccable, vendeur et livreur nickel Donc merci à stevy et Quentin et je viens de recevoir ma carte grise à la maison.tout va bien 👍 merci encore pour le service.","2023-07-14T17:07:44.0000000Z","Positive","Satisfaction with Purchase"
"J ai apprécié la simplicité des démarches, la rapidité de livraison. Et aussi le délai de réflexion de 21 jours. La voiture était impeccable, livrée en grandes pompes à domicile sur une remorque vitrée. Les mesures administratives sont proposées et c'est très agréable. Je suis très satisfaite de cette société que je ne connaissais pas. Et probablement , je reviendrai vers elle pour ma prochaine voiture.","2023-07-13T20:56:16.0000000Z","Positive","Satisfaction with Purchase"
"Très satisfait de mon expérience avec Autohero.Ils ont un large choix de véhicules et vous avez aussi la possibilité de faire une reprise de votre ancien véhicule.Vous avez plusieurs modes de règlement ainsi qu'une offre de financement.Toute l'équipe est vraiment au top, ils vous accompagnent à chaque étape, ils sont d'une gentillesse et vraiment à l'écoute, c'est très rassurant.Pour ma part tout s'est très bien passé, j'ai pu bénéficier d'une reprise plus qu'honorable et j'ai choisi mon nouveau véhicule en toute confiance, vous n'avez aucune surprise car chaque véhicule est décrit dans ses moindres détails positifs ou négatifs, de plus si vous avez un doute ils vous répondent très rapidement.La livraison à domicile c'est génial, je ne regrette pas mon choix et recommande vivement ce site.","2023-07-13T16:47:14.0000000Z","Positive","Satisfaction with Purchase"
"Bien que réticent à acheter à distance, je suis en Martinique, l'aisance et la facilité de communication avec votre équipe ma tout de suite rassuré.Tout c'est très bien passé malgré un petit retard à la livraison, mais pour une bonne cause.Je vous remercie pour tout et continuez comme ça.","2023-07-11T15:10:25.0000000Z","Positive","Online Buying Experience"
"Très satisfaite de cette première expérience d'achat de voiture dans mon salon! Elle a été livrée ce matin et elle est conforme à la description (précise) faite sur le site. Achat simple et rapide (tout pouvant se faire à distance, en contact direct avec le commercial)...ça nous a évité de faire le tour des concessionnaires: un vrai bonheur! Remerciement spécial à Didier, très pro et sympathique, qui s'est occupé de nous livrer notre véhicule. Passionné et enthousiaste (on sent qu'il est content de son job!), il a pris le temps de faire un tour détaillé de la voiture. Il en a profité pour nous donner quelques conseils pour bien entretenir notre voiture et faire quelques économies de carburant. On sent qu'Autohero mise beaucoup sur ""l'expérience client""...ils ont raison et c'est plutôt réussi!","2023-07-10T17:44:41.0000000Z","Positive","Satisfaction with Purchase"
"C'est un sans-faute pour Autohero, découvert ""par hasard"" en surfant sur des annonces en ligne. Le véhicule correspondait exactement à ce que nous recherchions, ce qui est assez rare dans le monde de l'occasion. Qualité de réception et propreté intérieur / extérieur du véhicule proche d'une sortie d'usine : il était même parfois assez difficile de retrouver les petits défauts mentionnés sur le site. Je recommanderais certainement Autohero pour un achat de véhicule d'occasion autour de moi.","2023-07-10T10:28:36.0000000Z","Positive","Satisfaction with Purchase"
"Idem d’autres vendeurs sur le net, on promet de nous rappeler…Et puis rien ! Et on constate que le véhicule n’est plus sur le site.Je comprends que la pression à l’achat soit forte mais aucun rappel suite à trois appels de ma part avec autant d’interlocuteurs différents ça laisse rêveur. Et mécontent !","2023-07-07T13:30:34.0000000Z","Negative","Customer Service"
"Tout d'abord j'ai été très surpris de pouvoir trouver un véhicule aussi superbe aussi bien en gamme que esthétiquement et mécaniquement..Avec une révision et un entretien des pièces d'usure comprise. Une garantie de 12 mois et un paiement une fois livré avec pour moi en plus une reprise de mon ancien véhicule..Un site très bien conçu et des interlocuteurs très aimable et efficace dans leurs réponses à mes questions..Vraiment carte grise reçu comme prévu en temps et en heure en courrier recommandé.Je recommande vivement à tous de visiter le site Autohero de voir les véhicules proposés et d'être mis en relation avec le service commercial..Merci Raphaël, merci la plateforme avec des personnes aimable et efficace et un grand merci le jour de la livraison à mon livreur Smael à Aix en Provence pour sa courtoisie son attention et toutes ces réponses et explications transmise. Merci Autohero !!Tout est clair limpide et complet faut juste franchir le cap d'acheter un véhicule en ligne..Un très beau Nissan Juke entre mes mains grâce votre vous.Encore merci !!Avec un budget bien défini et","2023-07-06T22:15:41.0000000Z","Positive","Satisfaction with Purchase"
"C'est ma première expérience avec Autohero, et j'avoue qu'au début je n'étais pas tranquille avec toutes ces arnaques que l'on entend parler autour de nous.Mais maintenant je ne regrette rien, au contraire, car j'ai été très satisfait du début, jusqu'à la fin, et il y a fortement de chances que ma prochaine auto vienne d'Autohero.Voiture très bien préparée et très propre, entièrement révisée(je le sais car j'ai été mécano pendant 43 ans) et je l'ai un peu examinée, c'est pour cela que l'on peut acheter en toute confiance et sans perte de temps car ils s'occupent de tout.Merci à toute l'équipe d'Autohero, ne changez rien, vous ètes au top.","2023-07-06T10:21:10.0000000Z","Positive","Satisfaction with Purchase"
"J'étais sceptique au départ pour acheter une voiture sur un site internet et finalement tout s'est très bien passée même mieux que je ne l'espérais .....Les commerciaux sont à l'écoute, ne s’acharnent pas sur vous pour vous obliger à acheter et vous sécurisent La livraison s'est faite même un jour en avance (avec mon accord bien sûr), le livreur Laurent était d'une gentillesse incroyable, très prévenant Je recommande le site Autohero à 200% Au prochain achat de voiture je reviendrais vers eux sans hésitation","2023-07-05T17:50:52.0000000Z","Positive","Online Buying Experience"
"Nous avons acheté notre voiture chez Autohero. L'expérience d'achat a été fluide et très professionnelle! Nous avons pris une garantie Autohero d'un an, qui nous a couverts lorsque nous en avons eu besoin. Et là encore, une très belle expérience avec le service client d'Autohero qui a été très réactif, très professionnel et à l'écoute. Tout ce que l'on attend d'un achat si important que celui d'une voiture. Merci beaucoup!","2023-07-04T21:55:59.0000000Z","Positive","Professionalism"
"Très satisfaite de ma commande depuis le premier contact jusqu'à la livraison.Je remercie infiniment toute l'équipe autohero et particulièrement James, Sayf, Thelma et le livreur Thierry sans oublier Allan du SAV Ils étaient tous gentils et très réactifs. Un service au top je recommande.","2023-07-04T08:07:26.0000000Z","Positive","Satisfaction with Purchase"
"J'ai récemment fait l'acquisition d'un véhicule d'occasion sur le site d'Autohero et je suis extrêmement satisfait de mon expérience. Leur service client a été réactif et a répondu à toutes mes attentes, ce qui a contribué à rendre cette transaction agréable du début à la fin.Dès le départ, j'ai été impressionné par leur flexibilité et leur volonté d'accommoder mes demandes. Après avoir effectué ma réservation, j'ai réalisé que je préférais finalement changer de modèle de voiture. J'ai contacté Autohero et ils ont accepté sans problème ma demande de changement de véhicule. Cela m'a vraiment rassuré de savoir qu'ils étaient prêts à faire en sorte que je sois pleinement satisfait de mon achat.De plus, Autohero a été en mesure d'avancer la date de livraison initialement prévue, ce qui a été une excellente surprise. Je n'attendais pas à recevoir ma voiture aussi rapidement, et cela a vraiment été un point positif dans ma relation avec Autohero.Pendant tout le processus, j'ai eu l'occasion de faire deux réclamations concernant des problèmes mineurs sur le véhicule. À chaque fois, le service client d'Autohero a été réactif et rassurant. Ils ont pris en compte mes préoccupations et ont pris les mesures nécessaires pour les résoudre rapidement. Leur souci du détail et leur volonté de s'assurer de ma satisfaction ont été remarquables.Je tiens également à exprimer ma gratitude spéciale à Stéphen pour son dévouement et son assistance tout au long du processus. Sa réactivité et son professionnalisme ont grandement contribué à ma satisfaction globale. Un grand merci à Stéphen et à toute l'équipe d'Autohero !En ce qui concerne la livraison, le livreur a été exceptionnel. Il a pris le temps de m'expliquer toutes les fonctionnalités du véhicule et a veillé à ce que je comprenne bien son utilisation. De plus, le véhicule était d'une propreté impeccable, ce qui montre le soin et l'attention portés par Autohero à la préparation de leurs voitures.En conclusion, je suis extrêmement satisfait de mon expérience avec Autohero. Leur service client réactif, leur volonté de résoudre les problèmes et leur écoute attentive, notamment avec le service après-vente, ont dépassé mes attentes. Je recommande vivement Autohero à tous ceux qui recherchent un service fiable et une satisfaction garantie dans l'achat d'un véhicule d'occasion.Un grand bravo à toute l'équipe d'Autohero et merci encore pour cette expérience exceptionnelle !","2023-07-03T11:27:05.0000000Z","Positive","N/A"
"Entreprise très professionelle, le service client est à l'écoute et très réactif si l'on a des questions. Dès que la voiture a été disponible on m'a proposé une date de livraison qui a été bien respectée. Une livraison parfaite avec un super chauffeur !Une fois la voiture devant nos yeux on se rend compte que les défauts décris sur le site sont bien moins impressionnant que sur les photos. Je recommande les yeux fermés","2023-06-29T17:00:31.0000000Z","Positive","Professionalism"
"Réclamation suite à notre conversation téléphonique aucun geste commercial aucune solution non plus n'a été mis en place à ce jour comment vous dire que je suis très en colère et déçu de vos services car aujourd'hui j'ai dû payer une facture de 2000 euros en sachant que mon véhicule date du 18 novembre 2022 usure injecteurs après 12000klm désolé avoir rouler autant car comme vous m'avez dit si vous aviez moins de KLM on aurait pu faire une prise en charge excuser moi d avoir utilisé mon véhicule pour travailler de toute façon vous trouver à chaque fois des excuses c'est comme pour la garantie vu que c'est un garantie basic de toute façon même la garantie premium ne prenait pas en charge injecteurs à quoi servent vous garantie à rien finalement je partage mon expérience pour que les acheteurs ne se fassent pas avoir comme moi car au bout 7 mois achat vous retrouver avec une facture de 2000 euros je trouve ça pas normal qu'on puisse pas nous faire un geste commercial je vous recommande d'être vigilants auprès de autohero je suis pas prête à vous faire confiance pour un autres véhicule je vous garantie que je suis pas prête à vous faire de la pub non plus","2023-06-28T09:22:36.0000000Z","Negative","None"
"Modification de l'avis suite à l'appel de Bérangère :Livraison prévue le 10 juillet toujours hors des délais estimés certes, mais je pourrai partir en vacances le 15 juillet.Je ferai évoluer en 5 étoiles mon commentaire dès que j'aurai réceptionné le véhicule.Dans tous les cas merci à Bérangère qui m'a parfaitement expliqué la situation en tenant compte de mes impératifs.","2023-06-28T15:08:54.0000000Z","Positive","Delivery Experience"
"Grande déception et colère !!!! J’ai acheté un véhicule en octobre 2022. Depuis ce jour j’ai entendu des bruits inquiétants sur le véhicule notamment au niveau du freinage j’en ai fait part à autohero car lors de l’achat j’ai payé 199€ de plus pour une garantie réparation sur toutes les pièces mécanique du véhicule ! C’est ce qui m’avait été promis par les commerciaux ! C’est totalement faux faux faux ! Je suis extrêmement déçue et en colère car mon véhicule présente plusieurs problèmes au niveau freinage d’après le centre nauroto et malgré les constatations sur les freins,  mon interlocuteur Allan ( qui est désagréable et très hautain depuis le début de nos échanges) m’informe que les pièces des freins ne sont pas prises en compte par la garantie que j’ai souscrite donc je vais devoir payé 201€ de ma poche pour changer deux pièces de freins! Je suis extrêmement déçue et je demande un remboursement de cette garantie ou que mes pièces soient changés! A savoir que concernant la climatisation du véhicule qui ne fonctionne pas elle ne peut pas être régler dans le centre norauto car il n’ont pas le matériel adéquat car mon interlocuteur Allan n’a pas pris soin de demander si tout les problèmes rencontrer sur le véhicule pouvait être pris en charge par le centre vers lequel il m’a orienté. A savoir qu’au mois de décembre 2022 j’ai du avancer les frais concernant un devis car j’avais eu un interlocuteur incompétent qui m’avait dit de payé puis d’envoyé la facture au se en ice reclamation autohero alors que la procédure est tout autre car c’est au service réclamation de programmer des rendez vous dans les garages! C’est très laborieux si c’était à refaire j’achèterai directement à un garage ou un particulier mais certainement pas chez autohero. Je suis extrêmement déçue de cette garantie sous conditions bien étroites c’est très étranges.","2023-06-27T16:17:29.0000000Z","Negative","Vehicle Quality"
"Le suivi de la commande ainsi que la livraison se sont parfaitement déroulés. A ce jour aucune mauvaise surprise sur le véhicule, tout était conforme à la description. Le suivi après vente se déroule très bien.Seul bémol que j’ai oublié d’évoquer au téléphone après la vente, est le fait que je m’attendais à avoir un véhicule livré avec le plein de carburant et de batterie (hybride), ce qui n’a pas été le cas.","2023-06-26T16:16:21.0000000Z","Positive","Delivery Experience"
"Zéro transparence. délais de livraison retardée un mois, car Autohéro ne peut pas réparer un moteur de leve-vitre.Malgré plusieurs appels, personne ne sait ce qu'il se passe vraiment !La livraison n'est pas faite avec le camion vitré ne fonctionne que dans la publicité. Une personne m'a livré ma voiture devant chez moi, en la conduisant plus de 500 kms.Aucun carnet d'entretien, ni carnet du véhicule lors de la livraison. Aucun médiateur alors que c'est une obligation. La garantie d'un an, c'est juste pour faire bien sur le papier ! A fuir absolument !!","2023-06-26T12:26:41.0000000Z","Negative","Transparency"
"Tout s’est déroulé en une semaineLa livraison du véhicule a été effectuée comme prévu, et même avancée de quelques jours. Le livreur très sympa était à l'heureLe véhicule était dans le même état que sur les photos, rien n'a été omis. Et même plus beau que sur le citeLe personnel d'Autohero est compétent et  à l'écoute, facilement joignable et à disposition pour tout renseignement.2 semaines après la réception du véhicule ras et j'espère que ça continue comme ça.J'en parle déjà avec mes  collègues de cette belle expérience. Je recommande ce cite Autohero","2023-06-24T08:32:49.0000000Z","None","None"
"Vraiment un gros zero, poser 1,5 de congés, faire plus de 200 km pour etre la le jour du rendez-vous et se faire planter par autohero 2 heures avant le rendez-vous avec une excuse bidon de parallélisme, alors que la voiture est passée par l atelier plusieurs jours pour vérification ! C est vraiment lamentable !! Pas de nouvelle date de livraison et à nouveau 200km dans l autre sens pour rien.... Et une assurance mise en route pour rien !!!Suite après ce vendredi on m appelle le mardi à 11h pour me dire que la voiture est prête et que le seul créneau de livraison est le lendemain et que je dois faire avec ou je peux annuler la commande ( encore une fois lamentable), sinon c est fin de semaine d après, je me mets dans une situation compliquée avec le travail pour poser encore une fois une journée car en plus je travaille sur Paris et que je dois rentrer dans le nord pour la livraison de la voiture, et rebelote on m appelle 2 heures avant la livraison pour l annuler cette fois pour des pneus non reçus qui doivent être changés alors que la veille comme la semaine d avant et encore avant lors de la vérification du service qualité ou tout était ok, voilà le service qualité !!!! Donc encore 400km aller retour pour rien, c est vraiment prendre les clients pour des imbéciles !!!!! Voilà le sens client de autohero!!!!! Donc replanificaton de rendez-vous pour vendredi et encore une journée a poser et refaire encore une fois la route et tout ce que ca coûte pour la 3eme fois !!!! Vraiment une très mauvaise expérience !!!!","2023-06-28T11:18:51.0000000Z","Negative","Delivery Experience"
"Auto hero est pour moi une excellente surprise, des le première achat réaliser. La prise en charge est très bonne, on est suivis du début jusqu'à la fin, facile, pratique et efficace. Mention n spécial pour Adèle le livreur à qui je met 5 étoiles , qui a pris le temps de m'expliquer beaucoup de chose, livraison devant la maison avec prise de contact téléphonique pour faire au mieux. Je recommande.","2023-06-23T14:56:44.0000000Z","Positive","Satisfaction with Purchase"
"j'ai opté pour une Citroën C3 Aircross, avec livraison à la très accueillante et sympathique agence de Wambrechies (59), tout s'est très bien passé à chaque étape de cet achat, très bonne communication du service client pour l'avancement de la commande. Lors de la livraison, j'ai été agréablement surpris par le rendu de la voiture, j'ai eu tout le temps d'inspecter le nouveau véhicule et de l'essayer, puis de finaliser l'achat et la reprise de mon ancien véhicule","2023-06-22T16:23:49.0000000Z","Positive","Satisfaction with Purchase"
"1ère fois que j'achète une voiture en ligne sans la voir, ce n'est pas rassurant. Mais pas le choix, impossible de trouver une voiture près de chez moi. Tout s'est bien passé, service clients facilement joignable par téléphone, les photos de l'annonce montrent bien les imperfections, livraison plus rapide que prévue, Adel le livreur toulousain a été très professionnel, pendant la période d'essai de 3 semaines, le service clients m'a contactée pour savoir si tout se passe bien, la voiture est garantie un an. seul bémol, j'aurais bien aimé avoir des conseils sur le choix de la marque, les options etc et j'ai dû me charger de refaire la carte grise car ma CNI était périmée, d'un jour...  ya plus qu'à rouler","2023-06-21T17:48:11.0000000Z","Positive","Online Buying Experience"
"J’ai choisi autohero pour la simplicité à tous les niveaux.Financement très simple et suivi par un conseiller très compétent.Choix sur la vitrine internet très clair et détaillé.Livraison à domicile vraiment pratique quand l’ancienne voiture est en panne !Et toute la paperasse ramenée à quelques photos et signature électronique.Clairement c’est une entreprise dont je parle maintenant car tout était parfait : merci autohero !","2023-06-21T06:46:15.0000000Z","Positive","Satisfaction with Purchase"
"De prime abord acheter un véhicule via internet, sans l'avoir au préalable ni vu de près, ni essayé me semblait un peu risqué pour être franc. Néanmoins avec la possibilité du satisfait ou remboursé pendant les 21 jours suivants la prise en possession du véhicule à été l'un des principaux leviers qui m'ont convaincu d'acheter en ligne, ajoutez à cela la totale recherche et gestion du financement effectué par Autohero,  ainsi que des conseillers toujours disponibles pour toutes informations complémentaires.  C'est sans hésiter que je recommande Autohero pour l'achat de votre futur véhicule.","2023-06-19T11:57:59.0000000Z","Positive","Online Buying Experience"
"Premier achat chez AUTOHERO pour ma Audi ! Complètement satisfait ! Le véhicule correspond à mes attentes ! 👍👌Très bon suivi du début jusqu’à la livraison ! Service client toujours joignable et répond à toutes les questions ! Le véhicule était encore plus beau que sur le site ! Complètement conforme à la description sur le site ! Et encore plus heureux lors de la livraison ! D’ailleurs énorme merci 🙏 pour Laurent qui m’a livré le véhicule et très ponctuel arriver exactement à l’heure prévu ! Super pro ! Super sympathique ! Merci encore à lui ! 👍👌 Je recommande totalement 👍 !","2023-06-17T00:39:12.0000000Z","Positive","Satisfaction with Purchase"
