Content,Tag
"Epic show, merch lines were completely ridiculous and you were left with nothing but not sure how to avoid that. Food and drink prices way too high, $10 for a bottle of water, that’s robbery, can’t even afford to stay hydrated.",Ticketing Issues
"The Eras Tour is the BEST concert of all time. Taylor has set the bar high and I don't think anybody can do what she does. I became a fan because of my husband, and I totally get it now how crazy swifties are over her. You get the best value for your buck for this concert. This was my 4th show and the last. I hope she doesn't wait too long to have another concert.",Fan Community
"Show was marvelous! You certainly get your moneys worth. 3 hr 45 minutes.
Artistry and lighting was wonderful! Made the show all that much better. 10/10 experience. Venue wasn't great. Way too crowded which made it very uncomfortable. Seats were way too small. Halls selling merchandise and drinks/food was overrun with people. Long, long line to use the facilities. Should have been held at larger venue.",Long Show Duration
"Show was marvelous! You certainly get your moneys worth. 3 hr 45 minutes.
Artistry and lighting was wonderful! Made the show all that much better. 10/10 experience. Venue wasn't great. Way too crowded which made it very uncomfortable. Seats were way too small. Halls selling merchandise and drinks/food was overrun with people. Long, long line to use the facilities. Should have been held at larger venue.",Overall Organization
"The Era’s Tour in Toronto was epic.  Taylor Swift is an amazing song writer, singer and performer.  The atmosphere at the concert was like no other.  It was so worth waiting for. My daughter had the time of her life!",Atmosphere and Vibe
To say I got to be at an Eras Tour show will be one of my greatest memories to share. Experiencing this with my daughter is something we will both cherish forever. Taylor you are AMAZING!,Emotional Connection
Best concert. Didn’t even feel like 3.5hrs. She is amazing. You’d think she could go on for 6hrs the energy she has. So captivating.,Long Show Duration
"Amazing!! Just Amazing!! Although, I bought resale..wasn’t one of the lucky verified fans that got a code.  Been trying for 2 years to get reasonably priced tickets or even access to buy tickets. Ticketmaster you have to do better. Your verified fan system is not working.",Ticketing Issues
"This was an amazing show, the performance was amazing, the environment was great and we really enjoyed!",Atmosphere and Vibe
"The Eras tour in Toronto was world class. The communication on which gate we were to go to, what corner of the stadium the gate was located at, how to scan your ticket was excellent. The police presence to handle the crowds and block roads made it very efficient to navigate our way to the event from public transport. The concert of course… was amazing!!!! Well done Toronto!",Overall Organization
"The concert experience was everything we wanted, and the set up and organizing at the Roger’s Centre made it possible to enjoy it without any hassle.",Overall Organization
"A magical magical experience, I've never felt more safe and secure in my life! I managed to get swept up in the music. Everyone from stadium staff (cleaning and security) to Taylor herself were amazing 🫶🏻🩷",Atmosphere and Vibe
"Attending Taylor Swift’s Eras Tour was nothing short of magical! From start to finish, the entire experience was perfectly orchestrated. Ticketmaster made the process seamless, and the anticipation leading up to the event only added to the excitement.

Taylor’s performance was absolutely phenomenal. Her stage presence, vocals, and the stunning visuals made every moment unforgettable. Each era came to life with its own unique charm, taking us on a nostalgic journey through her musical evolution. The energy in the crowd was electric, and you could feel the love and connection Taylor shares with her fans.

The venue was well-organized, with clear signage and helpful staff. Entry was smooth, and the sound quality was impeccable throughout the night. I especially appreciated how Ticketmaster kept us updated on event details leading up to the show, which made planning so much easier.

This was truly a once-in-a-lifetime experience, and I’m so grateful to Ticketmaster for helping make it happen. Thank you for bringing us closer to an artist who means so much to so many. I’ll cherish this night forever!",Emotional Connection
"Attending Taylor Swift’s Eras Tour was nothing short of magical! From start to finish, the entire experience was perfectly orchestrated. Ticketmaster made the process seamless, and the anticipation leading up to the event only added to the excitement.

Taylor’s performance was absolutely phenomenal. Her stage presence, vocals, and the stunning visuals made every moment unforgettable. Each era came to life with its own unique charm, taking us on a nostalgic journey through her musical evolution. The energy in the crowd was electric, and you could feel the love and connection Taylor shares with her fans.

The venue was well-organized, with clear signage and helpful staff. Entry was smooth, and the sound quality was impeccable throughout the night. I especially appreciated how Ticketmaster kept us updated on event details leading up to the show, which made planning so much easier.

This was truly a once-in-a-lifetime experience, and I’m so grateful to Ticketmaster for helping make it happen. Thank you for bringing us closer to an artist who means so much to so many. I’ll cherish this night forever!",Overall Organization
This was more than just a concert it was a full Taylor Swift experience. It was the best and most magical day of my entire life and I feel so lucky to have been able to go. I will hold onto the memories from this day for the rest of my life. Seeing my favourite singer and role model who I have been a fan of since I was 5 singing picture to burn was a full circle moment and nothing will ever compare. It was a bonding experience with my three sisters that I will cherish forever. Thank you Taylor for everything 🫶🏻,Emotional Connection
This was more than just a concert it was a full Taylor Swift experience. It was the best and most magical day of my entire life and I feel so lucky to have been able to go. I will hold onto the memories from this day for the rest of my life. Seeing my favourite singer and role model who I have been a fan of since I was 5 singing picture to burn was a full circle moment and nothing will ever compare. It was a bonding experience with my three sisters that I will cherish forever. Thank you Taylor for everything 🫶🏻,Fan Community
"Taylor Swift was absolutely incredible. She played 45 songs, 3.5 hours of pure joy🫶",Long Show Duration
I saw Morgan wallen at Lucas oil and the music quality was eh. I was nervous for Taylor bc I read online that the acoustics weren’t great to performers in there - but Taylor was amazing!! I was in the nose bleeds and still had an amazing experience. The show started on time and it was so amazing and worth the money! Best concert ever!,Overall Organization
"First of all, this was my first concert experience outside my home country. And Ive to say it was a delightful experience which was not due to Taylor but the love and charm spread by swifties. I am not a Else, musicwise the listening experience wasn’t the same as what you listen on her videos or spotify. Her voice was kinda male dominated at times but the background singers and dancers makes it all at a different level. My seat was on ground floor, so couldn’t see the stage and bridge light effects, but it was worth it since I could see Taylor from nearby. No matter where you sit, you’ll always be able to see the screen . Having said that, I am not a huge swiftie who knows all of her songs, so was not being able to get along in whole concert. Maybe that’s why i’ve given 4 stars. But definitely was a mind blowing experience! Management of event was good, staff was welcoming.Security measures could be improved.",Fan Community
"First of all, this was my first concert experience outside my home country. And Ive to say it was a delightful experience which was not due to Taylor but the love and charm spread by swifties. I am not a Else, musicwise the listening experience wasn’t the same as what you listen on her videos or spotify. Her voice was kinda male dominated at times but the background singers and dancers makes it all at a different level. My seat was on ground floor, so couldn’t see the stage and bridge light effects, but it was worth it since I could see Taylor from nearby. No matter where you sit, you’ll always be able to see the screen . Having said that, I am not a huge swiftie who knows all of her songs, so was not being able to get along in whole concert. Maybe that’s why i’ve given 4 stars. But definitely was a mind blowing experience! Management of event was good, staff was welcoming.Security measures could be improved.",Overall Organization
"First of all, this was my first concert experience outside my home country. And Ive to say it was a delightful experience which was not due to Taylor but the love and charm spread by swifties. I am not a Else, musicwise the listening experience wasn’t the same as what you listen on her videos or spotify. Her voice was kinda male dominated at times but the background singers and dancers makes it all at a different level. My seat was on ground floor, so couldn’t see the stage and bridge light effects, but it was worth it since I could see Taylor from nearby. No matter where you sit, you’ll always be able to see the screen . Having said that, I am not a huge swiftie who knows all of her songs, so was not being able to get along in whole concert. Maybe that’s why i’ve given 4 stars. But definitely was a mind blowing experience! Management of event was good, staff was welcoming.Security measures could be improved.",Atmosphere and Vibe
"It was such a wonderful and memorable concert! Taylor Swift was amazing! Taylor Swift and Gracie Abrams are both such great live singers and performers! The line-up was also quick and efficient considering the major crowd of people at the concert. Overall, it was a great event - thank you to everyone who made it happen!",Overall Organization
"I was ready for it. It's been a long time coming! I counted days, I counted miles, to see her there. It was rare I was there I remember it all too well. I don't know how it gets better than this! This night was sparkling and flawless! Taylor was the loudest woman this city had ever see, and the crowds went wild! This happens once every few lifetimes so in this moment now, capture it, remember it, hold on to the memories they will hold on to you. Confetti falls to the ground may these memories break our fall, there's glitter on the floor after the party, I had the time of my life with Taylor and Gracie!",Atmosphere and Vibe
"PROS
At 68, I have never experienced a concert as inspirational as this one in my lifetime & will never probably have an opportunity to do it again.  Thank you, Taylor…

Taylor, was the opening act at a Brad Paisley, concert I attended many years ago.  I still remember her performance, a tiny girl in large cowboy boots singing her Tim McGrath, song.  Taylor, stole my heart that evening.

In honesty I did not closely follow Taylor’s music when she switched to pop as it targeted a younger audience, but I would continue to listen to Taylor’s music by chance & follow TV award shows.  I thought what an amazing young woman, a smart business woman, thriving in a challenging world; & thinking how proud her parents must feel to have raised such an incredible person.

Unfortunately Taylor’s life appeared to be an open book & she grew up with all eyes on her so it is obvious her success did not come without heartache and pain along the way… way to go Taylor, for just being yourself through it all, may you enjoy much happiness in your future!  

You have acquired an “older” new fan who will pay closer attention as you continue to follow your heart and dreams wherever they take you.  

For myself Taylor’s concert was an experience  
to make memories with my grandsons.   A once in a lifetime experience to make lifetime memories. Life can be unfair at times, and everyone has a story, this story will bring good memories that can be shared for generations to come.

They will remember the impact this eras tour of Taylor’s had not just on our lives but the lives of so many.
 
My first travel post COVID and it was amazing to truly feel like I stepped out from my bubble back home.  An  opportunity to escape life’s woes for a brief time, turn off all external noise and focus on some positive in life.  If only for a short time a door was unlocked and shared with loved ones.  Again, thank you “Taylor”

After standing for hours outside the CN Tower and Rogers Stadium in Toronto for two days I gained much knowledge & insight.  The atmosphere was filled with happiness, love and much excitement from all walks of life.    One big family reunion enjoyed by all.  Fans were singing their hearts out without missing a beat, word for word as if it were gospel.

They came from far and wide, all shapes and sizes, different nationalities, religions & cultures all with a magical connection to Taylor Swift.

They liked what they liked, and they clearly expressed all of Taylor’s music & life in their appearance.  Fans “Swifties” were dressed to demonstrate the various albums/eras of her life.  The thought, time and care fans placed on replicating Taylor’s style was really something to witness.  There was “sparkle” and “glitter” everywhere young and old alike, even many fan pets came outfitted in Taylor fashion!

The friendship bracelet frenzy, friends trading and sharing bracelets at every opportunity and exchanging stories.  

For an old gal I learned so much on this experience.  I found myself imagining what kind of world we could live in if only we could spread this Taylor phenomenon like a virus?  WOW just WOW!

CONS 
None.  Observations…
The safety & security in & around Toronto & at the venue was clearly evident and much appreciated.

Entry into the stadium, was efficient and swift but once inside much confusion existed among staff.  In particular crowd direction and lines for merchandise sadly lacked.  Fans were repeatedly redirected causing some frustration to fans.  It was obvious the demand exceeded expectations and after hours of waiting in line, one was hard pressed to find availability of selection and size.  This apparently was the same with pre sale of merchandise; surely this is something that needs revision and consideration for future events similar in nature. 

This held true for all food and washroom access which for the most part fans were prepared for these challenges and happily accepted any inconvenience.

All & all most fans & workers alike remained respectful based solely on my observations.

My Ticketmaster experience was a first & although uncomfortable with such online transactions it went well.  Unfortunately that was not the case for many concert goers seeking tickets for this event.  That leaves something to be said for online ticket acquisition for events at major venues.  Corporate ticket options serve a purpose but do not reach the broader fan base in most instances.  Although not cost effective these days there is something to be said for a portion of ticket supply available for purchase at venues. 

Floor seating/standing does not accommodate a shorter audience.  Safety built flooring on an elevation could easily resolve oversight otherwise floor tickets should indicate view obstruction as applicable to other venue seating when view obstruction is a possibility.",Emotional Connection
"PROS
At 68, I have never experienced a concert as inspirational as this one in my lifetime & will never probably have an opportunity to do it again.  Thank you, Taylor…

Taylor, was the opening act at a Brad Paisley, concert I attended many years ago.  I still remember her performance, a tiny girl in large cowboy boots singing her Tim McGrath, song.  Taylor, stole my heart that evening.

In honesty I did not closely follow Taylor’s music when she switched to pop as it targeted a younger audience, but I would continue to listen to Taylor’s music by chance & follow TV award shows.  I thought what an amazing young woman, a smart business woman, thriving in a challenging world; & thinking how proud her parents must feel to have raised such an incredible person.

Unfortunately Taylor’s life appeared to be an open book & she grew up with all eyes on her so it is obvious her success did not come without heartache and pain along the way… way to go Taylor, for just being yourself through it all, may you enjoy much happiness in your future!  

You have acquired an “older” new fan who will pay closer attention as you continue to follow your heart and dreams wherever they take you.  

For myself Taylor’s concert was an experience  
to make memories with my grandsons.   A once in a lifetime experience to make lifetime memories. Life can be unfair at times, and everyone has a story, this story will bring good memories that can be shared for generations to come.

They will remember the impact this eras tour of Taylor’s had not just on our lives but the lives of so many.
 
My first travel post COVID and it was amazing to truly feel like I stepped out from my bubble back home.  An  opportunity to escape life’s woes for a brief time, turn off all external noise and focus on some positive in life.  If only for a short time a door was unlocked and shared with loved ones.  Again, thank you “Taylor”

After standing for hours outside the CN Tower and Rogers Stadium in Toronto for two days I gained much knowledge & insight.  The atmosphere was filled with happiness, love and much excitement from all walks of life.    One big family reunion enjoyed by all.  Fans were singing their hearts out without missing a beat, word for word as if it were gospel.

They came from far and wide, all shapes and sizes, different nationalities, religions & cultures all with a magical connection to Taylor Swift.

They liked what they liked, and they clearly expressed all of Taylor’s music & life in their appearance.  Fans “Swifties” were dressed to demonstrate the various albums/eras of her life.  The thought, time and care fans placed on replicating Taylor’s style was really something to witness.  There was “sparkle” and “glitter” everywhere young and old alike, even many fan pets came outfitted in Taylor fashion!

The friendship bracelet frenzy, friends trading and sharing bracelets at every opportunity and exchanging stories.  

For an old gal I learned so much on this experience.  I found myself imagining what kind of world we could live in if only we could spread this Taylor phenomenon like a virus?  WOW just WOW!

CONS 
None.  Observations…
The safety & security in & around Toronto & at the venue was clearly evident and much appreciated.

Entry into the stadium, was efficient and swift but once inside much confusion existed among staff.  In particular crowd direction and lines for merchandise sadly lacked.  Fans were repeatedly redirected causing some frustration to fans.  It was obvious the demand exceeded expectations and after hours of waiting in line, one was hard pressed to find availability of selection and size.  This apparently was the same with pre sale of merchandise; surely this is something that needs revision and consideration for future events similar in nature. 

This held true for all food and washroom access which for the most part fans were prepared for these challenges and happily accepted any inconvenience.

All & all most fans & workers alike remained respectful based solely on my observations.

My Ticketmaster experience was a first & although uncomfortable with such online transactions it went well.  Unfortunately that was not the case for many concert goers seeking tickets for this event.  That leaves something to be said for online ticket acquisition for events at major venues.  Corporate ticket options serve a purpose but do not reach the broader fan base in most instances.  Although not cost effective these days there is something to be said for a portion of ticket supply available for purchase at venues. 

Floor seating/standing does not accommodate a shorter audience.  Safety built flooring on an elevation could easily resolve oversight otherwise floor tickets should indicate view obstruction as applicable to other venue seating when view obstruction is a possibility.",Atmosphere and Vibe
"PROS
At 68, I have never experienced a concert as inspirational as this one in my lifetime & will never probably have an opportunity to do it again.  Thank you, Taylor…

Taylor, was the opening act at a Brad Paisley, concert I attended many years ago.  I still remember her performance, a tiny girl in large cowboy boots singing her Tim McGrath, song.  Taylor, stole my heart that evening.

In honesty I did not closely follow Taylor’s music when she switched to pop as it targeted a younger audience, but I would continue to listen to Taylor’s music by chance & follow TV award shows.  I thought what an amazing young woman, a smart business woman, thriving in a challenging world; & thinking how proud her parents must feel to have raised such an incredible person.

Unfortunately Taylor’s life appeared to be an open book & she grew up with all eyes on her so it is obvious her success did not come without heartache and pain along the way… way to go Taylor, for just being yourself through it all, may you enjoy much happiness in your future!  

You have acquired an “older” new fan who will pay closer attention as you continue to follow your heart and dreams wherever they take you.  

For myself Taylor’s concert was an experience  
to make memories with my grandsons.   A once in a lifetime experience to make lifetime memories. Life can be unfair at times, and everyone has a story, this story will bring good memories that can be shared for generations to come.

They will remember the impact this eras tour of Taylor’s had not just on our lives but the lives of so many.
 
My first travel post COVID and it was amazing to truly feel like I stepped out from my bubble back home.  An  opportunity to escape life’s woes for a brief time, turn off all external noise and focus on some positive in life.  If only for a short time a door was unlocked and shared with loved ones.  Again, thank you “Taylor”

After standing for hours outside the CN Tower and Rogers Stadium in Toronto for two days I gained much knowledge & insight.  The atmosphere was filled with happiness, love and much excitement from all walks of life.    One big family reunion enjoyed by all.  Fans were singing their hearts out without missing a beat, word for word as if it were gospel.

They came from far and wide, all shapes and sizes, different nationalities, religions & cultures all with a magical connection to Taylor Swift.

They liked what they liked, and they clearly expressed all of Taylor’s music & life in their appearance.  Fans “Swifties” were dressed to demonstrate the various albums/eras of her life.  The thought, time and care fans placed on replicating Taylor’s style was really something to witness.  There was “sparkle” and “glitter” everywhere young and old alike, even many fan pets came outfitted in Taylor fashion!

The friendship bracelet frenzy, friends trading and sharing bracelets at every opportunity and exchanging stories.  

For an old gal I learned so much on this experience.  I found myself imagining what kind of world we could live in if only we could spread this Taylor phenomenon like a virus?  WOW just WOW!

CONS 
None.  Observations…
The safety & security in & around Toronto & at the venue was clearly evident and much appreciated.

Entry into the stadium, was efficient and swift but once inside much confusion existed among staff.  In particular crowd direction and lines for merchandise sadly lacked.  Fans were repeatedly redirected causing some frustration to fans.  It was obvious the demand exceeded expectations and after hours of waiting in line, one was hard pressed to find availability of selection and size.  This apparently was the same with pre sale of merchandise; surely this is something that needs revision and consideration for future events similar in nature. 

This held true for all food and washroom access which for the most part fans were prepared for these challenges and happily accepted any inconvenience.

All & all most fans & workers alike remained respectful based solely on my observations.

My Ticketmaster experience was a first & although uncomfortable with such online transactions it went well.  Unfortunately that was not the case for many concert goers seeking tickets for this event.  That leaves something to be said for online ticket acquisition for events at major venues.  Corporate ticket options serve a purpose but do not reach the broader fan base in most instances.  Although not cost effective these days there is something to be said for a portion of ticket supply available for purchase at venues. 

Floor seating/standing does not accommodate a shorter audience.  Safety built flooring on an elevation could easily resolve oversight otherwise floor tickets should indicate view obstruction as applicable to other venue seating when view obstruction is a possibility.",Fan Community
"PROS
At 68, I have never experienced a concert as inspirational as this one in my lifetime & will never probably have an opportunity to do it again.  Thank you, Taylor…

Taylor, was the opening act at a Brad Paisley, concert I attended many years ago.  I still remember her performance, a tiny girl in large cowboy boots singing her Tim McGrath, song.  Taylor, stole my heart that evening.

In honesty I did not closely follow Taylor’s music when she switched to pop as it targeted a younger audience, but I would continue to listen to Taylor’s music by chance & follow TV award shows.  I thought what an amazing young woman, a smart business woman, thriving in a challenging world; & thinking how proud her parents must feel to have raised such an incredible person.

Unfortunately Taylor’s life appeared to be an open book & she grew up with all eyes on her so it is obvious her success did not come without heartache and pain along the way… way to go Taylor, for just being yourself through it all, may you enjoy much happiness in your future!  

You have acquired an “older” new fan who will pay closer attention as you continue to follow your heart and dreams wherever they take you.  

For myself Taylor’s concert was an experience  
to make memories with my grandsons.   A once in a lifetime experience to make lifetime memories. Life can be unfair at times, and everyone has a story, this story will bring good memories that can be shared for generations to come.

They will remember the impact this eras tour of Taylor’s had not just on our lives but the lives of so many.
 
My first travel post COVID and it was amazing to truly feel like I stepped out from my bubble back home.  An  opportunity to escape life’s woes for a brief time, turn off all external noise and focus on some positive in life.  If only for a short time a door was unlocked and shared with loved ones.  Again, thank you “Taylor”

After standing for hours outside the CN Tower and Rogers Stadium in Toronto for two days I gained much knowledge & insight.  The atmosphere was filled with happiness, love and much excitement from all walks of life.    One big family reunion enjoyed by all.  Fans were singing their hearts out without missing a beat, word for word as if it were gospel.

They came from far and wide, all shapes and sizes, different nationalities, religions & cultures all with a magical connection to Taylor Swift.

They liked what they liked, and they clearly expressed all of Taylor’s music & life in their appearance.  Fans “Swifties” were dressed to demonstrate the various albums/eras of her life.  The thought, time and care fans placed on replicating Taylor’s style was really something to witness.  There was “sparkle” and “glitter” everywhere young and old alike, even many fan pets came outfitted in Taylor fashion!

The friendship bracelet frenzy, friends trading and sharing bracelets at every opportunity and exchanging stories.  

For an old gal I learned so much on this experience.  I found myself imagining what kind of world we could live in if only we could spread this Taylor phenomenon like a virus?  WOW just WOW!

CONS 
None.  Observations…
The safety & security in & around Toronto & at the venue was clearly evident and much appreciated.

Entry into the stadium, was efficient and swift but once inside much confusion existed among staff.  In particular crowd direction and lines for merchandise sadly lacked.  Fans were repeatedly redirected causing some frustration to fans.  It was obvious the demand exceeded expectations and after hours of waiting in line, one was hard pressed to find availability of selection and size.  This apparently was the same with pre sale of merchandise; surely this is something that needs revision and consideration for future events similar in nature. 

This held true for all food and washroom access which for the most part fans were prepared for these challenges and happily accepted any inconvenience.

All & all most fans & workers alike remained respectful based solely on my observations.

My Ticketmaster experience was a first & although uncomfortable with such online transactions it went well.  Unfortunately that was not the case for many concert goers seeking tickets for this event.  That leaves something to be said for online ticket acquisition for events at major venues.  Corporate ticket options serve a purpose but do not reach the broader fan base in most instances.  Although not cost effective these days there is something to be said for a portion of ticket supply available for purchase at venues. 

Floor seating/standing does not accommodate a shorter audience.  Safety built flooring on an elevation could easily resolve oversight otherwise floor tickets should indicate view obstruction as applicable to other venue seating when view obstruction is a possibility.",Ticketing Issues
"PROS
At 68, I have never experienced a concert as inspirational as this one in my lifetime & will never probably have an opportunity to do it again.  Thank you, Taylor…

Taylor, was the opening act at a Brad Paisley, concert I attended many years ago.  I still remember her performance, a tiny girl in large cowboy boots singing her Tim McGrath, song.  Taylor, stole my heart that evening.

In honesty I did not closely follow Taylor’s music when she switched to pop as it targeted a younger audience, but I would continue to listen to Taylor’s music by chance & follow TV award shows.  I thought what an amazing young woman, a smart business woman, thriving in a challenging world; & thinking how proud her parents must feel to have raised such an incredible person.

Unfortunately Taylor’s life appeared to be an open book & she grew up with all eyes on her so it is obvious her success did not come without heartache and pain along the way… way to go Taylor, for just being yourself through it all, may you enjoy much happiness in your future!  

You have acquired an “older” new fan who will pay closer attention as you continue to follow your heart and dreams wherever they take you.  

For myself Taylor’s concert was an experience  
to make memories with my grandsons.   A once in a lifetime experience to make lifetime memories. Life can be unfair at times, and everyone has a story, this story will bring good memories that can be shared for generations to come.

They will remember the impact this eras tour of Taylor’s had not just on our lives but the lives of so many.
 
My first travel post COVID and it was amazing to truly feel like I stepped out from my bubble back home.  An  opportunity to escape life’s woes for a brief time, turn off all external noise and focus on some positive in life.  If only for a short time a door was unlocked and shared with loved ones.  Again, thank you “Taylor”

After standing for hours outside the CN Tower and Rogers Stadium in Toronto for two days I gained much knowledge & insight.  The atmosphere was filled with happiness, love and much excitement from all walks of life.    One big family reunion enjoyed by all.  Fans were singing their hearts out without missing a beat, word for word as if it were gospel.

They came from far and wide, all shapes and sizes, different nationalities, religions & cultures all with a magical connection to Taylor Swift.

They liked what they liked, and they clearly expressed all of Taylor’s music & life in their appearance.  Fans “Swifties” were dressed to demonstrate the various albums/eras of her life.  The thought, time and care fans placed on replicating Taylor’s style was really something to witness.  There was “sparkle” and “glitter” everywhere young and old alike, even many fan pets came outfitted in Taylor fashion!

The friendship bracelet frenzy, friends trading and sharing bracelets at every opportunity and exchanging stories.  

For an old gal I learned so much on this experience.  I found myself imagining what kind of world we could live in if only we could spread this Taylor phenomenon like a virus?  WOW just WOW!

CONS 
None.  Observations…
The safety & security in & around Toronto & at the venue was clearly evident and much appreciated.

Entry into the stadium, was efficient and swift but once inside much confusion existed among staff.  In particular crowd direction and lines for merchandise sadly lacked.  Fans were repeatedly redirected causing some frustration to fans.  It was obvious the demand exceeded expectations and after hours of waiting in line, one was hard pressed to find availability of selection and size.  This apparently was the same with pre sale of merchandise; surely this is something that needs revision and consideration for future events similar in nature. 

This held true for all food and washroom access which for the most part fans were prepared for these challenges and happily accepted any inconvenience.

All & all most fans & workers alike remained respectful based solely on my observations.

My Ticketmaster experience was a first & although uncomfortable with such online transactions it went well.  Unfortunately that was not the case for many concert goers seeking tickets for this event.  That leaves something to be said for online ticket acquisition for events at major venues.  Corporate ticket options serve a purpose but do not reach the broader fan base in most instances.  Although not cost effective these days there is something to be said for a portion of ticket supply available for purchase at venues. 

Floor seating/standing does not accommodate a shorter audience.  Safety built flooring on an elevation could easily resolve oversight otherwise floor tickets should indicate view obstruction as applicable to other venue seating when view obstruction is a possibility.",Overall Organization
"I took my daughter to the concert and I'm more of a country music fan but TS is a real entertainer! She was engaging to the crowd. She covered a wide variety of music. The concert was over 3 hours long, not including the warm up act. The last time I was in an environment with fans that loud was at a play off game. They sold out of the blue crew neck so go early if you want that. Overall a great concert, it might ruin other concerts for me in the future.",Long Show Duration
"I took my daughter to the concert and I'm more of a country music fan but TS is a real entertainer! She was engaging to the crowd. She covered a wide variety of music. The concert was over 3 hours long, not including the warm up act. The last time I was in an environment with fans that loud was at a play off game. They sold out of the blue crew neck so go early if you want that. Overall a great concert, it might ruin other concerts for me in the future.",Fan Community
"I cannot describe into words how i feel; but wow what a night. Taylor is amazing! I am
currently suffering from post eras tour depression because i cant believe its over. The night was truly sparkling and i will always remember it all too well.",Emotional Connection
"The show was full of energy, ambience, and love. It is so well done and heartwarming to sing your TS favs at the top of your lungs either your favorite people. My 19 year old daughter and I will forever cherish the memories we made that night! Can’t wait for the next tour, Taylor! ♥️",Emotional Connection
"The show was full of energy, ambience, and love. It is so well done and heartwarming to sing your TS favs at the top of your lungs either your favorite people. My 19 year old daughter and I will forever cherish the memories we made that night! Can’t wait for the next tour, Taylor! ♥️",Atmosphere and Vibe
"Taylor  Swift is a rock star!  3+ hours of non-stop entertainment.  I don't know how she does it.  The venue was great - we were happy with our 500 level seats purchased directly. We are so happy we didn't have to buy  re-sale tickets. The food of course was a little pricey but everything about the night went smoothly regarding entry, line-ups and finding our way around. We also got a pre-paid parking spot which was so convenient. We loved the way the audience was engaged for the night with what they wore and the bracelet trading. It was a great overall experience.  Taylor put on an amazing show. We are just hoping TS doesn't change her family friendly style - some of her more recent work is getting questionable.  We thoroughly enjoyed Gracie Adams as well - and loved that they sang together.",Overall Organization
"Taylor  Swift is a rock star!  3+ hours of non-stop entertainment.  I don't know how she does it.  The venue was great - we were happy with our 500 level seats purchased directly. We are so happy we didn't have to buy  re-sale tickets. The food of course was a little pricey but everything about the night went smoothly regarding entry, line-ups and finding our way around. We also got a pre-paid parking spot which was so convenient. We loved the way the audience was engaged for the night with what they wore and the bracelet trading. It was a great overall experience.  Taylor put on an amazing show. We are just hoping TS doesn't change her family friendly style - some of her more recent work is getting questionable.  We thoroughly enjoyed Gracie Adams as well - and loved that they sang together.",Fan Community
Literally such an amazing night!! So glad to have witnessed Taylor’s performance. Loved every single minute of it and wishing I could go again😭 I feel so lucky that I had the opportunity to experience The Eras Tour 🫶🏽 LOVE LOVE LOVE,Emotional Connection
"I could never say enough good things about this tour. It was everything my daughter and I could have dreamed of. The fight to get tickets was horrendous, but the venue itself was amazing. The security team was phenomenal, everyone we interacted with was so kind, and the merch stands were set up very well considering how busy they were. It was easy to get to our seats and find the nearest restroom. I loved that because of the demographic, men’s restrooms were converted to women’s as well, I never had to wait in line more than a few minutes. And the concert itself was the absolute best concert I’ve ever been to hands-down, the production is insane.",Ticketing Issues
"I could never say enough good things about this tour. It was everything my daughter and I could have dreamed of. The fight to get tickets was horrendous, but the venue itself was amazing. The security team was phenomenal, everyone we interacted with was so kind, and the merch stands were set up very well considering how busy they were. It was easy to get to our seats and find the nearest restroom. I loved that because of the demographic, men’s restrooms were converted to women’s as well, I never had to wait in line more than a few minutes. And the concert itself was the absolute best concert I’ve ever been to hands-down, the production is insane.",Overall Organization
"Taylor Swift puts on a show like no other. The theatrics, the amazing dancing, the visuals and the MUSIC were all absolutely perfect! It was the largest venue I’ve ever been to and somehow it felt super intimate. The lights were fun, the light up bracelets were insanely cool and I will never run out of things to say about Taylor Swift.
She is pure talent and I am so grateful I could go.",Atmosphere and Vibe
"The Eras Tour was the most magical ✨, epic concert!  
Taylor Swift was breathtakingly gorgeous, the stage, the set, production and lighting were unbelievable.  Just when I thought it couldn’t get any better, it did and kept going!🩷🩵💜  
N3 in TO had us on our feet for hours dancing, singing and in total awe.  We celebrated Gracie’s Grammy nom. and our surprise acoustic set brought me back to my last TO Reputation Tour with Out of the Woods!💚🐍🖤 
I feel so fortunate to have been given a ticket code over a year ago and will forever remember my Eras Tour experience. Thank you Taylor Swift and everyone who made the show possible, to the Rogers Centre crew for a smooth running event, and to Ticketmaster for access to the tickets.
Forever grateful,
~Northern Concert Fan",Overall Organization
Everything about the concert was perfect! Taylor knows how to put on a good show!!,Overall Organization
"It was a DREAM COME TRUE to see Taylor Swift in person. I had the night of my life singing my heart out to all of her songs. I took one star away only because of the insane food prices and the disorganization of the merch lines. Other than those, I had the best night of my life at the Eras Tour.",Ticketing Issues
"The best production you will see. Taylor and her crew take you on a journey through the eras. It is beautiful and fun to watch, sing a long, and enjoy an evening with 60000+ other fans.",Fan Community
"The Taylor Swift Toronto Concert was incredible. Taylor, the Dancers, the Band, staging, the video displays, and atmosphere were indescribable out of this world! My first Taylor Swift concert and I will be a Swiftee forever!",Atmosphere and Vibe
"The Taylor Swift Toronto Concert was incredible. Taylor, the Dancers, the Band, staging, the video displays, and atmosphere were indescribable out of this world! My first Taylor Swift concert and I will be a Swiftee forever!",Fan Community
