Content,Tag
"Back to the Future is a near-perfect blend of science fiction, comedy, and adventure, earning high praise for its clever storytelling, memorable characters, and infectious energy. Directed by Robert Zemeckis and produced by Steven Spielberg, this iconic film has stood the test of time, captivating audiences with its creativity and timeless appeal.The story follows teenager Marty McFly, played with charm and charisma by Michael J. Fox, who accidentally travels back to 1955 in a time machine invented by the eccentric Dr Emmett ""Doc"" Brown, portrayed brilliantly by Christopher Lloyd. Marty's quest to return to 1985 becomes a race against time as he inadvertently disrupts his parents' first meeting, threatening his very existence.Fox delivers an effortlessly engaging performance, bringing humour and relatability to Marty as he navigates the past with a mix of resourcefulness and teenage awkwardness. Lloyd is equally outstanding as Doc, with his larger-than-life energy and wild-eyed enthusiasm creating one of cinema's most beloved characters. The dynamic between Marty and Doc is the heart of the film, with their unlikely friendship driving much of the story's charm.The script, co-written by Zemeckis and Bob Gale, is a masterpiece of structure and wit, deftly weaving together humour, tension, and heartfelt moments. The way the film balances the high stakes of time travel with light-hearted comedy is nothing short of genius. From the hilariously awkward scenes with Marty's teenage mother to the nail-biting clock tower sequence, every moment feels perfectly calibrated.Alan Silvestri's iconic score amplifies the film's sense of adventure and wonder, while the 1980s rock hits, particularly Huey Lewis and the News' The Power of Love, give the film its unforgettable vibe. The production design is equally impressive, capturing both the 1980s and 1950s with meticulous attention to detail, making the time-jump feel immersive and authentic.The only minor drawback is that certain elements of the plot, particularly the more dated social dynamics, may not resonate as strongly with modern audiences. However, these moments do little to detract from the film's overall impact.In conclusion, Back to the Future is an endlessly entertaining and cleverly crafted film that continues to delight viewers of all ages. With its sharp humour, heartwarming story, and unforgettable performances, it has rightfully earned its place as one of the greatest films of all time. A near-flawless adventure that is as timeless as its title suggests.",Science Fiction
"Back to the Future is a near-perfect blend of science fiction, comedy, and adventure, earning high praise for its clever storytelling, memorable characters, and infectious energy. Directed by Robert Zemeckis and produced by Steven Spielberg, this iconic film has stood the test of time, captivating audiences with its creativity and timeless appeal.The story follows teenager Marty McFly, played with charm and charisma by Michael J. Fox, who accidentally travels back to 1955 in a time machine invented by the eccentric Dr Emmett ""Doc"" Brown, portrayed brilliantly by Christopher Lloyd. Marty's quest to return to 1985 becomes a race against time as he inadvertently disrupts his parents' first meeting, threatening his very existence.Fox delivers an effortlessly engaging performance, bringing humour and relatability to Marty as he navigates the past with a mix of resourcefulness and teenage awkwardness. Lloyd is equally outstanding as Doc, with his larger-than-life energy and wild-eyed enthusiasm creating one of cinema's most beloved characters. The dynamic between Marty and Doc is the heart of the film, with their unlikely friendship driving much of the story's charm.The script, co-written by Zemeckis and Bob Gale, is a masterpiece of structure and wit, deftly weaving together humour, tension, and heartfelt moments. The way the film balances the high stakes of time travel with light-hearted comedy is nothing short of genius. From the hilariously awkward scenes with Marty's teenage mother to the nail-biting clock tower sequence, every moment feels perfectly calibrated.Alan Silvestri's iconic score amplifies the film's sense of adventure and wonder, while the 1980s rock hits, particularly Huey Lewis and the News' The Power of Love, give the film its unforgettable vibe. The production design is equally impressive, capturing both the 1980s and 1950s with meticulous attention to detail, making the time-jump feel immersive and authentic.The only minor drawback is that certain elements of the plot, particularly the more dated social dynamics, may not resonate as strongly with modern audiences. However, these moments do little to detract from the film's overall impact.In conclusion, Back to the Future is an endlessly entertaining and cleverly crafted film that continues to delight viewers of all ages. With its sharp humour, heartwarming story, and unforgettable performances, it has rightfully earned its place as one of the greatest films of all time. A near-flawless adventure that is as timeless as its title suggests.",Cinematic Techniques
"Back to the Future is a near-perfect blend of science fiction, comedy, and adventure, earning high praise for its clever storytelling, memorable characters, and infectious energy. Directed by Robert Zemeckis and produced by Steven Spielberg, this iconic film has stood the test of time, captivating audiences with its creativity and timeless appeal.The story follows teenager Marty McFly, played with charm and charisma by Michael J. Fox, who accidentally travels back to 1955 in a time machine invented by the eccentric Dr Emmett ""Doc"" Brown, portrayed brilliantly by Christopher Lloyd. Marty's quest to return to 1985 becomes a race against time as he inadvertently disrupts his parents' first meeting, threatening his very existence.Fox delivers an effortlessly engaging performance, bringing humour and relatability to Marty as he navigates the past with a mix of resourcefulness and teenage awkwardness. Lloyd is equally outstanding as Doc, with his larger-than-life energy and wild-eyed enthusiasm creating one of cinema's most beloved characters. The dynamic between Marty and Doc is the heart of the film, with their unlikely friendship driving much of the story's charm.The script, co-written by Zemeckis and Bob Gale, is a masterpiece of structure and wit, deftly weaving together humour, tension, and heartfelt moments. The way the film balances the high stakes of time travel with light-hearted comedy is nothing short of genius. From the hilariously awkward scenes with Marty's teenage mother to the nail-biting clock tower sequence, every moment feels perfectly calibrated.Alan Silvestri's iconic score amplifies the film's sense of adventure and wonder, while the 1980s rock hits, particularly Huey Lewis and the News' The Power of Love, give the film its unforgettable vibe. The production design is equally impressive, capturing both the 1980s and 1950s with meticulous attention to detail, making the time-jump feel immersive and authentic.The only minor drawback is that certain elements of the plot, particularly the more dated social dynamics, may not resonate as strongly with modern audiences. However, these moments do little to detract from the film's overall impact.In conclusion, Back to the Future is an endlessly entertaining and cleverly crafted film that continues to delight viewers of all ages. With its sharp humour, heartwarming story, and unforgettable performances, it has rightfully earned its place as one of the greatest films of all time. A near-flawless adventure that is as timeless as its title suggests.",Character Relationships
"Back to the Future is a near-perfect blend of science fiction, comedy, and adventure, earning high praise for its clever storytelling, memorable characters, and infectious energy. Directed by Robert Zemeckis and produced by Steven Spielberg, this iconic film has stood the test of time, captivating audiences with its creativity and timeless appeal.The story follows teenager Marty McFly, played with charm and charisma by Michael J. Fox, who accidentally travels back to 1955 in a time machine invented by the eccentric Dr Emmett ""Doc"" Brown, portrayed brilliantly by Christopher Lloyd. Marty's quest to return to 1985 becomes a race against time as he inadvertently disrupts his parents' first meeting, threatening his very existence.Fox delivers an effortlessly engaging performance, bringing humour and relatability to Marty as he navigates the past with a mix of resourcefulness and teenage awkwardness. Lloyd is equally outstanding as Doc, with his larger-than-life energy and wild-eyed enthusiasm creating one of cinema's most beloved characters. The dynamic between Marty and Doc is the heart of the film, with their unlikely friendship driving much of the story's charm.The script, co-written by Zemeckis and Bob Gale, is a masterpiece of structure and wit, deftly weaving together humour, tension, and heartfelt moments. The way the film balances the high stakes of time travel with light-hearted comedy is nothing short of genius. From the hilariously awkward scenes with Marty's teenage mother to the nail-biting clock tower sequence, every moment feels perfectly calibrated.Alan Silvestri's iconic score amplifies the film's sense of adventure and wonder, while the 1980s rock hits, particularly Huey Lewis and the News' The Power of Love, give the film its unforgettable vibe. The production design is equally impressive, capturing both the 1980s and 1950s with meticulous attention to detail, making the time-jump feel immersive and authentic.The only minor drawback is that certain elements of the plot, particularly the more dated social dynamics, may not resonate as strongly with modern audiences. However, these moments do little to detract from the film's overall impact.In conclusion, Back to the Future is an endlessly entertaining and cleverly crafted film that continues to delight viewers of all ages. With its sharp humour, heartwarming story, and unforgettable performances, it has rightfully earned its place as one of the greatest films of all time. A near-flawless adventure that is as timeless as its title suggests.",Soundtrack Quality
"Back to the Future is a near-perfect blend of science fiction, comedy, and adventure, earning high praise for its clever storytelling, memorable characters, and infectious energy. Directed by Robert Zemeckis and produced by Steven Spielberg, this iconic film has stood the test of time, captivating audiences with its creativity and timeless appeal.The story follows teenager Marty McFly, played with charm and charisma by Michael J. Fox, who accidentally travels back to 1955 in a time machine invented by the eccentric Dr Emmett ""Doc"" Brown, portrayed brilliantly by Christopher Lloyd. Marty's quest to return to 1985 becomes a race against time as he inadvertently disrupts his parents' first meeting, threatening his very existence.Fox delivers an effortlessly engaging performance, bringing humour and relatability to Marty as he navigates the past with a mix of resourcefulness and teenage awkwardness. Lloyd is equally outstanding as Doc, with his larger-than-life energy and wild-eyed enthusiasm creating one of cinema's most beloved characters. The dynamic between Marty and Doc is the heart of the film, with their unlikely friendship driving much of the story's charm.The script, co-written by Zemeckis and Bob Gale, is a masterpiece of structure and wit, deftly weaving together humour, tension, and heartfelt moments. The way the film balances the high stakes of time travel with light-hearted comedy is nothing short of genius. From the hilariously awkward scenes with Marty's teenage mother to the nail-biting clock tower sequence, every moment feels perfectly calibrated.Alan Silvestri's iconic score amplifies the film's sense of adventure and wonder, while the 1980s rock hits, particularly Huey Lewis and the News' The Power of Love, give the film its unforgettable vibe. The production design is equally impressive, capturing both the 1980s and 1950s with meticulous attention to detail, making the time-jump feel immersive and authentic.The only minor drawback is that certain elements of the plot, particularly the more dated social dynamics, may not resonate as strongly with modern audiences. However, these moments do little to detract from the film's overall impact.In conclusion, Back to the Future is an endlessly entertaining and cleverly crafted film that continues to delight viewers of all ages. With its sharp humour, heartwarming story, and unforgettable performances, it has rightfully earned its place as one of the greatest films of all time. A near-flawless adventure that is as timeless as its title suggests.",Cultural Impact
"The BTTF movies, I think, should stand among the best films of all time. Not for any one facet, but for the total entertainment that it provides. Almost all of us dream of ""time travel."" BTTF certainly is not the first to explore time travel, but the way it does it is unique. Plus the fact that this is clearly a comedy, but one that is so well conceived and written that I never find myself think of it as a comedy. I've been a long time fan of Chris Lloyd's, and he is so perfect as Doc Brown. And, of course, Michael J. Fox as Marty McFly ""defines"" a role as few have been defined in films. Plus Thomas Wilson as the various Tannen characters, his great characterizations are too easily taken for granted.The Delorean time machine Doc created is the ""vehicle"" that supports three unique stories in the Trilogy. Most of the ""science"" in the 3 films is ""bad science"", which for a scientist makes it even funnier, they don't overlook any details. They always offer a ""science"" explanation for what Doc is about to do, even though it is completely nonsense.In part I, while helping Doc test the time machine in an empty mall parking lot at 2AM, Marty quite accidentally goes back to 1955, to a time where Doc had just discovered the flux capacitor and Marty's eventual parents were to get together at the big high school dance. When Lorraine, again accidentally, gets a crush on Marty he has to repair things to keep from changing his future.In Part II Marty and Doc have to travel to 2015 to keep the future kids out of trouble but a 78-yr-old Biff gets a sports almanac and steals the time machine to give it to his 18-yr-old self in 1955. The resultant gambling and wealth changed history for the worse and Marty and Doc had to use detective work and cunning to set things straight.In part III Marty gets a Western Union letter that Doc Brown had actually written in 1885 and requested delivery at the specific time in the future. Doc has ended up in 1885, is content, and insists that Marty not try to interfere. However, Marty discovers a tombstone and historical account of Doc being shot in the back over an $80 issue. So Marty has to go back and help Doc avoid that fate.To me, it is a mistake to try to judge which of the three movies is ""better"". Each one uses the main characters to create three distinctly different stories. I like to look at them as one long 3-part movie and we periodically watch all three on successive nights. The BTTF films are just great fun, and the good guys always come out on top. And there's nothing wrong with that.In 2015 I bought the 3-disk BluRay set and they really are an upgrade from the DVDs, better picture and sound.",Science Fiction
"The BTTF movies, I think, should stand among the best films of all time. Not for any one facet, but for the total entertainment that it provides. Almost all of us dream of ""time travel."" BTTF certainly is not the first to explore time travel, but the way it does it is unique. Plus the fact that this is clearly a comedy, but one that is so well conceived and written that I never find myself think of it as a comedy. I've been a long time fan of Chris Lloyd's, and he is so perfect as Doc Brown. And, of course, Michael J. Fox as Marty McFly ""defines"" a role as few have been defined in films. Plus Thomas Wilson as the various Tannen characters, his great characterizations are too easily taken for granted.The Delorean time machine Doc created is the ""vehicle"" that supports three unique stories in the Trilogy. Most of the ""science"" in the 3 films is ""bad science"", which for a scientist makes it even funnier, they don't overlook any details. They always offer a ""science"" explanation for what Doc is about to do, even though it is completely nonsense.In part I, while helping Doc test the time machine in an empty mall parking lot at 2AM, Marty quite accidentally goes back to 1955, to a time where Doc had just discovered the flux capacitor and Marty's eventual parents were to get together at the big high school dance. When Lorraine, again accidentally, gets a crush on Marty he has to repair things to keep from changing his future.In Part II Marty and Doc have to travel to 2015 to keep the future kids out of trouble but a 78-yr-old Biff gets a sports almanac and steals the time machine to give it to his 18-yr-old self in 1955. The resultant gambling and wealth changed history for the worse and Marty and Doc had to use detective work and cunning to set things straight.In part III Marty gets a Western Union letter that Doc Brown had actually written in 1885 and requested delivery at the specific time in the future. Doc has ended up in 1885, is content, and insists that Marty not try to interfere. However, Marty discovers a tombstone and historical account of Doc being shot in the back over an $80 issue. So Marty has to go back and help Doc avoid that fate.To me, it is a mistake to try to judge which of the three movies is ""better"". Each one uses the main characters to create three distinctly different stories. I like to look at them as one long 3-part movie and we periodically watch all three on successive nights. The BTTF films are just great fun, and the good guys always come out on top. And there's nothing wrong with that.In 2015 I bought the 3-disk BluRay set and they really are an upgrade from the DVDs, better picture and sound.",Character Relationships
"The BTTF movies, I think, should stand among the best films of all time. Not for any one facet, but for the total entertainment that it provides. Almost all of us dream of ""time travel."" BTTF certainly is not the first to explore time travel, but the way it does it is unique. Plus the fact that this is clearly a comedy, but one that is so well conceived and written that I never find myself think of it as a comedy. I've been a long time fan of Chris Lloyd's, and he is so perfect as Doc Brown. And, of course, Michael J. Fox as Marty McFly ""defines"" a role as few have been defined in films. Plus Thomas Wilson as the various Tannen characters, his great characterizations are too easily taken for granted.The Delorean time machine Doc created is the ""vehicle"" that supports three unique stories in the Trilogy. Most of the ""science"" in the 3 films is ""bad science"", which for a scientist makes it even funnier, they don't overlook any details. They always offer a ""science"" explanation for what Doc is about to do, even though it is completely nonsense.In part I, while helping Doc test the time machine in an empty mall parking lot at 2AM, Marty quite accidentally goes back to 1955, to a time where Doc had just discovered the flux capacitor and Marty's eventual parents were to get together at the big high school dance. When Lorraine, again accidentally, gets a crush on Marty he has to repair things to keep from changing his future.In Part II Marty and Doc have to travel to 2015 to keep the future kids out of trouble but a 78-yr-old Biff gets a sports almanac and steals the time machine to give it to his 18-yr-old self in 1955. The resultant gambling and wealth changed history for the worse and Marty and Doc had to use detective work and cunning to set things straight.In part III Marty gets a Western Union letter that Doc Brown had actually written in 1885 and requested delivery at the specific time in the future. Doc has ended up in 1885, is content, and insists that Marty not try to interfere. However, Marty discovers a tombstone and historical account of Doc being shot in the back over an $80 issue. So Marty has to go back and help Doc avoid that fate.To me, it is a mistake to try to judge which of the three movies is ""better"". Each one uses the main characters to create three distinctly different stories. I like to look at them as one long 3-part movie and we periodically watch all three on successive nights. The BTTF films are just great fun, and the good guys always come out on top. And there's nothing wrong with that.In 2015 I bought the 3-disk BluRay set and they really are an upgrade from the DVDs, better picture and sound.",Plot Complexity
"The BTTF movies, I think, should stand among the best films of all time. Not for any one facet, but for the total entertainment that it provides. Almost all of us dream of ""time travel."" BTTF certainly is not the first to explore time travel, but the way it does it is unique. Plus the fact that this is clearly a comedy, but one that is so well conceived and written that I never find myself think of it as a comedy. I've been a long time fan of Chris Lloyd's, and he is so perfect as Doc Brown. And, of course, Michael J. Fox as Marty McFly ""defines"" a role as few have been defined in films. Plus Thomas Wilson as the various Tannen characters, his great characterizations are too easily taken for granted.The Delorean time machine Doc created is the ""vehicle"" that supports three unique stories in the Trilogy. Most of the ""science"" in the 3 films is ""bad science"", which for a scientist makes it even funnier, they don't overlook any details. They always offer a ""science"" explanation for what Doc is about to do, even though it is completely nonsense.In part I, while helping Doc test the time machine in an empty mall parking lot at 2AM, Marty quite accidentally goes back to 1955, to a time where Doc had just discovered the flux capacitor and Marty's eventual parents were to get together at the big high school dance. When Lorraine, again accidentally, gets a crush on Marty he has to repair things to keep from changing his future.In Part II Marty and Doc have to travel to 2015 to keep the future kids out of trouble but a 78-yr-old Biff gets a sports almanac and steals the time machine to give it to his 18-yr-old self in 1955. The resultant gambling and wealth changed history for the worse and Marty and Doc had to use detective work and cunning to set things straight.In part III Marty gets a Western Union letter that Doc Brown had actually written in 1885 and requested delivery at the specific time in the future. Doc has ended up in 1885, is content, and insists that Marty not try to interfere. However, Marty discovers a tombstone and historical account of Doc being shot in the back over an $80 issue. So Marty has to go back and help Doc avoid that fate.To me, it is a mistake to try to judge which of the three movies is ""better"". Each one uses the main characters to create three distinctly different stories. I like to look at them as one long 3-part movie and we periodically watch all three on successive nights. The BTTF films are just great fun, and the good guys always come out on top. And there's nothing wrong with that.In 2015 I bought the 3-disk BluRay set and they really are an upgrade from the DVDs, better picture and sound.",Audience Reception
"The BTTF movies, I think, should stand among the best films of all time. Not for any one facet, but for the total entertainment that it provides. Almost all of us dream of ""time travel."" BTTF certainly is not the first to explore time travel, but the way it does it is unique. Plus the fact that this is clearly a comedy, but one that is so well conceived and written that I never find myself think of it as a comedy. I've been a long time fan of Chris Lloyd's, and he is so perfect as Doc Brown. And, of course, Michael J. Fox as Marty McFly ""defines"" a role as few have been defined in films. Plus Thomas Wilson as the various Tannen characters, his great characterizations are too easily taken for granted.The Delorean time machine Doc created is the ""vehicle"" that supports three unique stories in the Trilogy. Most of the ""science"" in the 3 films is ""bad science"", which for a scientist makes it even funnier, they don't overlook any details. They always offer a ""science"" explanation for what Doc is about to do, even though it is completely nonsense.In part I, while helping Doc test the time machine in an empty mall parking lot at 2AM, Marty quite accidentally goes back to 1955, to a time where Doc had just discovered the flux capacitor and Marty's eventual parents were to get together at the big high school dance. When Lorraine, again accidentally, gets a crush on Marty he has to repair things to keep from changing his future.In Part II Marty and Doc have to travel to 2015 to keep the future kids out of trouble but a 78-yr-old Biff gets a sports almanac and steals the time machine to give it to his 18-yr-old self in 1955. The resultant gambling and wealth changed history for the worse and Marty and Doc had to use detective work and cunning to set things straight.In part III Marty gets a Western Union letter that Doc Brown had actually written in 1885 and requested delivery at the specific time in the future. Doc has ended up in 1885, is content, and insists that Marty not try to interfere. However, Marty discovers a tombstone and historical account of Doc being shot in the back over an $80 issue. So Marty has to go back and help Doc avoid that fate.To me, it is a mistake to try to judge which of the three movies is ""better"". Each one uses the main characters to create three distinctly different stories. I like to look at them as one long 3-part movie and we periodically watch all three on successive nights. The BTTF films are just great fun, and the good guys always come out on top. And there's nothing wrong with that.In 2015 I bought the 3-disk BluRay set and they really are an upgrade from the DVDs, better picture and sound.",Visual Effects
"The BTTF movies, I think, should stand among the best films of all time. Not for any one facet, but for the total entertainment that it provides. Almost all of us dream of ""time travel."" BTTF certainly is not the first to explore time travel, but the way it does it is unique. Plus the fact that this is clearly a comedy, but one that is so well conceived and written that I never find myself think of it as a comedy. I've been a long time fan of Chris Lloyd's, and he is so perfect as Doc Brown. And, of course, Michael J. Fox as Marty McFly ""defines"" a role as few have been defined in films. Plus Thomas Wilson as the various Tannen characters, his great characterizations are too easily taken for granted.The Delorean time machine Doc created is the ""vehicle"" that supports three unique stories in the Trilogy. Most of the ""science"" in the 3 films is ""bad science"", which for a scientist makes it even funnier, they don't overlook any details. They always offer a ""science"" explanation for what Doc is about to do, even though it is completely nonsense.In part I, while helping Doc test the time machine in an empty mall parking lot at 2AM, Marty quite accidentally goes back to 1955, to a time where Doc had just discovered the flux capacitor and Marty's eventual parents were to get together at the big high school dance. When Lorraine, again accidentally, gets a crush on Marty he has to repair things to keep from changing his future.In Part II Marty and Doc have to travel to 2015 to keep the future kids out of trouble but a 78-yr-old Biff gets a sports almanac and steals the time machine to give it to his 18-yr-old self in 1955. The resultant gambling and wealth changed history for the worse and Marty and Doc had to use detective work and cunning to set things straight.In part III Marty gets a Western Union letter that Doc Brown had actually written in 1885 and requested delivery at the specific time in the future. Doc has ended up in 1885, is content, and insists that Marty not try to interfere. However, Marty discovers a tombstone and historical account of Doc being shot in the back over an $80 issue. So Marty has to go back and help Doc avoid that fate.To me, it is a mistake to try to judge which of the three movies is ""better"". Each one uses the main characters to create three distinctly different stories. I like to look at them as one long 3-part movie and we periodically watch all three on successive nights. The BTTF films are just great fun, and the good guys always come out on top. And there's nothing wrong with that.In 2015 I bought the 3-disk BluRay set and they really are an upgrade from the DVDs, better picture and sound.",Soundtrack Quality
"Back to the Future was a Movie which showed that time traveling was possible. In late 1985 they still made a pretty good Sci-Fi movie with some comedy, This movie was one of the best at its time and due to with other parts of the movies were also made,Converting a Car into a time Machine was pretty good idea and the Model of the Car was also best due to its time. love to watch again",Science Fiction
"In fact, I saw the film for the first time properly a few days ago, which is a shame, because I actually like such old movies very much and the film is simply cult! He has a very classic humor and films in which the mother falls in love with her son would probably no longer exist today. Rightly so, because it provided the one or other cringe moment.Due to the cult status I had very high expectations of the film, which unfortunately were not quite met, but I was not completely disappointed either. The film has wit and you fever with Marty, who tries to bring everything back in order. Like many films from these years, it has a very pleasant mood and you could fully immerse yourself in the story. Even though some elements were very predictable, you were surprised in some places. I must say that I liked the first part best. The second was also still okay, but the third would not have been necessary in my opinion.Clear recommendation to all who have not yet seen the film, because it is simply a must-watch!",Audience Reception
"In fact, I saw the film for the first time properly a few days ago, which is a shame, because I actually like such old movies very much and the film is simply cult! He has a very classic humor and films in which the mother falls in love with her son would probably no longer exist today. Rightly so, because it provided the one or other cringe moment.Due to the cult status I had very high expectations of the film, which unfortunately were not quite met, but I was not completely disappointed either. The film has wit and you fever with Marty, who tries to bring everything back in order. Like many films from these years, it has a very pleasant mood and you could fully immerse yourself in the story. Even though some elements were very predictable, you were surprised in some places. I must say that I liked the first part best. The second was also still okay, but the third would not have been necessary in my opinion.Clear recommendation to all who have not yet seen the film, because it is simply a must-watch!",Sequel Comparisons
"This was the movie that made me love science fiction movies. I was around 7 years old when I first watched it and I really enjoyed it. Years have passed since I first watched it, but I still watch the movie with the same admiration, it was really great. I thought the movie was pretty good for an 80's movie. The movie's story is also a very original and carefully written story. There are also many references to this movie (The first movie of the movie serie) in the other movies of the movie serie.It was truly one of the best sci-fi movies I've ever seen, and also the best time travel movie I've ever seen. This movie is really worth watching I definitely recommend it to everyone.",Science Fiction
"Not many films inspired as many iconic quotes as this film did. What a wild ride. I true cinematic classic. Everything; cast, plot, props, everything was perfect. Definitely worthy of the very high IMDb score!",Plot Complexity
"Not many films inspired as many iconic quotes as this film did. What a wild ride. I true cinematic classic. Everything; cast, plot, props, everything was perfect. Definitely worthy of the very high IMDb score!",Audience Reception
"Now more than 30 years after its release it's virtually impossible to review BTTF and say something that is new. Almost all observations of the film have already been made and the chance that my review will seem stale and familiar has put me off for years, but now is the time to finally get it done.Since there are as-of-yet undiscovered tribes in the heart of the Amazon jungle who already know the plot of Back to the Future I will forgo typing out a synopsis. Time travel is a tricky device when plotting movies. It can work in your favor or it can destroy you. Both the Terminator and Star Trek have suffered under the paradoxical strain of time travel. I suppose the main lure of the concept is the chance to go back and live key moments in your life and do them differently, putting right what once went wrong - the lifetime pursuit of Doctor Samuel Beckett.Back to the Future is a pop culture giant for many reasons. The iconic poster art, the fire trails, the instantly recognizable DeLorean, the title font, the costume design, the locations, Alan Silvestri's thrilling score, Huey Lewis' emblematic theme tune, but mainly for the dual time period. 1985 was present day when it was released but as I type this review it is 31 years in the past. In 1985 the western world still had a naive innocence, a hope that the future could be bright. Culture was hedonistic, optimistic, willing to experiment. In the three decades since then we have become bitter, pessimistic, and cynical. Dystopia, dysfunction, and distrust has permeated the majority of households. We are no longer a society that plans for the future, only to struggle through the day-by-day grind of increasingly hopeless existence. We long for the glory days of 1985 and Back to the Future allows us to access that dream.But there was an even more naive and innocent time, a world that Marty McFly finds himself trapped in with only a chance lightning strike to send him back home. 1955 Hill Valley (or Kingston Falls if you look at it from a Gremlins perspective) is a post-WWII Utopian Americana where the streets are clean, the world is safe, and the lifestyles are wholesome. It's a rose-tinted insight into forever gone era. Society has grown darker and darker over the decades. We all wish we had a nuclear-powered time machine to stop this ever-declining spiral and skew the timeline into an alternate present.Back to the Future is a good movie, a great movie, a perfectly cast and acted movie, an all time best and a classic for all the right reasons, but its main appeal is that it makes the viewer think ""what if I had that chance?"" I think most people would sacrifice their comfortable familiarity of their known present to go back in time and radically change the future for the better, and what better style to do that in than a DeLorean?This movie will never age. It's an icon of its era and a movie that defines an entire decade. It will stand the test of time (pun intended) and will appeal to each new generation for all of the above reasons. That's just the power of love, man.",Cultural Impact
"Now more than 30 years after its release it's virtually impossible to review BTTF and say something that is new. Almost all observations of the film have already been made and the chance that my review will seem stale and familiar has put me off for years, but now is the time to finally get it done.Since there are as-of-yet undiscovered tribes in the heart of the Amazon jungle who already know the plot of Back to the Future I will forgo typing out a synopsis. Time travel is a tricky device when plotting movies. It can work in your favor or it can destroy you. Both the Terminator and Star Trek have suffered under the paradoxical strain of time travel. I suppose the main lure of the concept is the chance to go back and live key moments in your life and do them differently, putting right what once went wrong - the lifetime pursuit of Doctor Samuel Beckett.Back to the Future is a pop culture giant for many reasons. The iconic poster art, the fire trails, the instantly recognizable DeLorean, the title font, the costume design, the locations, Alan Silvestri's thrilling score, Huey Lewis' emblematic theme tune, but mainly for the dual time period. 1985 was present day when it was released but as I type this review it is 31 years in the past. In 1985 the western world still had a naive innocence, a hope that the future could be bright. Culture was hedonistic, optimistic, willing to experiment. In the three decades since then we have become bitter, pessimistic, and cynical. Dystopia, dysfunction, and distrust has permeated the majority of households. We are no longer a society that plans for the future, only to struggle through the day-by-day grind of increasingly hopeless existence. We long for the glory days of 1985 and Back to the Future allows us to access that dream.But there was an even more naive and innocent time, a world that Marty McFly finds himself trapped in with only a chance lightning strike to send him back home. 1955 Hill Valley (or Kingston Falls if you look at it from a Gremlins perspective) is a post-WWII Utopian Americana where the streets are clean, the world is safe, and the lifestyles are wholesome. It's a rose-tinted insight into forever gone era. Society has grown darker and darker over the decades. We all wish we had a nuclear-powered time machine to stop this ever-declining spiral and skew the timeline into an alternate present.Back to the Future is a good movie, a great movie, a perfectly cast and acted movie, an all time best and a classic for all the right reasons, but its main appeal is that it makes the viewer think ""what if I had that chance?"" I think most people would sacrifice their comfortable familiarity of their known present to go back in time and radically change the future for the better, and what better style to do that in than a DeLorean?This movie will never age. It's an icon of its era and a movie that defines an entire decade. It will stand the test of time (pun intended) and will appeal to each new generation for all of the above reasons. That's just the power of love, man.",Plot Complexity
"Now more than 30 years after its release it's virtually impossible to review BTTF and say something that is new. Almost all observations of the film have already been made and the chance that my review will seem stale and familiar has put me off for years, but now is the time to finally get it done.Since there are as-of-yet undiscovered tribes in the heart of the Amazon jungle who already know the plot of Back to the Future I will forgo typing out a synopsis. Time travel is a tricky device when plotting movies. It can work in your favor or it can destroy you. Both the Terminator and Star Trek have suffered under the paradoxical strain of time travel. I suppose the main lure of the concept is the chance to go back and live key moments in your life and do them differently, putting right what once went wrong - the lifetime pursuit of Doctor Samuel Beckett.Back to the Future is a pop culture giant for many reasons. The iconic poster art, the fire trails, the instantly recognizable DeLorean, the title font, the costume design, the locations, Alan Silvestri's thrilling score, Huey Lewis' emblematic theme tune, but mainly for the dual time period. 1985 was present day when it was released but as I type this review it is 31 years in the past. In 1985 the western world still had a naive innocence, a hope that the future could be bright. Culture was hedonistic, optimistic, willing to experiment. In the three decades since then we have become bitter, pessimistic, and cynical. Dystopia, dysfunction, and distrust has permeated the majority of households. We are no longer a society that plans for the future, only to struggle through the day-by-day grind of increasingly hopeless existence. We long for the glory days of 1985 and Back to the Future allows us to access that dream.But there was an even more naive and innocent time, a world that Marty McFly finds himself trapped in with only a chance lightning strike to send him back home. 1955 Hill Valley (or Kingston Falls if you look at it from a Gremlins perspective) is a post-WWII Utopian Americana where the streets are clean, the world is safe, and the lifestyles are wholesome. It's a rose-tinted insight into forever gone era. Society has grown darker and darker over the decades. We all wish we had a nuclear-powered time machine to stop this ever-declining spiral and skew the timeline into an alternate present.Back to the Future is a good movie, a great movie, a perfectly cast and acted movie, an all time best and a classic for all the right reasons, but its main appeal is that it makes the viewer think ""what if I had that chance?"" I think most people would sacrifice their comfortable familiarity of their known present to go back in time and radically change the future for the better, and what better style to do that in than a DeLorean?This movie will never age. It's an icon of its era and a movie that defines an entire decade. It will stand the test of time (pun intended) and will appeal to each new generation for all of the above reasons. That's just the power of love, man.",Science Fiction
